filename,title,doi,journal,year,paper_type,battery_subfield,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,num_analysis_methods,num_ambiguities,has_yield,has_capacity,has_cycle_life
Takada_-_2002_-_Lithium_ion_conduction_in_lithium_magnesium_thio-p_reactions.json,Lithium ion conduction in lithium magnesium thio-phosphate,,Solid State Ionics,2002,research-article,solid-state electrolyte,83.61,Good,2,4,3,8,4,8,1,3,False,False,False
Takahashi_et_al__-_2013_-_All-solid-state_lithium_battery_with_LiBH4_solid_e_reactions.json,All-solid-state lithium battery with LiBH4 solid electrolyte,10.1016/j.jpowsour.2012.10.079,Journal of Power Sources,2013,experimental study,solid-state electrolyte,75.63,Good,3,10,9,12,6,18,1,1,False,True,True
Takamatsu_et_al__-_2012_-_First_In_Situ_Observation_of_the_LiCoO_2sub_reactions.json,First In Situ Observation of the LiCoO2 Electrode/Electrolyte Interface by Total-Reflection X-ray Absorption Spectroscopy,10.1002/anie.201203910,Angewandte Chemie International Edition,2012,materials synthesis and characterization,electrolyte (liquid/polymer),98.57,Excellent,1,7,4,5,3,7,2,0,False,False,False
Takemoto_and_Yamada_-_2015_-_Development_of_rechargeable_lithium_bromine_batter_reactions.json,Development of rechargeable lithium–bromine batteries with lithium ion conducting solid electrolyte,10.1016/j.jpowsour.2015.02.015,Journal of Power Sources,2015,research article,solid-state electrolyte,99.07,Excellent,2,13,5,11,5,10,1,1,False,True,False
Tan_et_al__-_2020_-_Sustainable_design_of_fully_recyclable_all_solid-s_reactions.json,Sustainable design of fully recyclable all solid-state batteries,10.1557/mre.2020.25,MRS Energy & Sustainability: A Review Journal,2020,battery recycling study,solid-state electrolyte,94.74,Excellent,3,7,6,6,6,10,0,1,False,False,True
Tan_et_al__-_2021_-_A_Novel_MoS_2_-MXene_Composite_Cathode__reactions.json,A Novel MoS2-MXene Composite Cathode for Aluminum-Ion Batteries,10.1021/acs.energyfuels.1c01461,Energy Fuels,2021,research-article,cathode,99.0,Excellent,3,8,7,18,5,12,1,2,False,True,True
Tang_et_al__-_2019_-_Transition_metal_substitution_on_Mg_10_1___3__and__reactions.json,Transition metal substitution on Mg(10 1 3) and Mg(0001) surfaces for improved hydrogenation and dehydrogenation: A systematic first-principles study,https://doi.org/10.1016/j.apsusc.2019.02.124,Applied Surface Science,2019,computational study,computational/ML,98.43,Excellent,3,24,0,0,2,11,1,0,False,False,False
Tang_et_al__-_2020_-_Critical_interface_between_inorganic_solid-state_e_reactions.json,Critical interface between inorganic solid-state electrolyte and sodium metal,10.1016/j.mattod.2020.08.016,Materials Today,2020,review,solid-state electrolyte,97.14,Excellent,1,2,1,1,2,3,1,2,False,False,False
Tang_et_al__-_2024_-_Electrolytes_for_bromine-based_flow_batteries_Cha_reactions.json,"Electrolytes for bromine-based flow batteries: Challenges, strategies, and prospects",10.1016/j.ensm.2024.103532,Energy Storage Materials,2024,review article,electrolyte (liquid/polymer),100.0,Excellent,0,0,0,0,2,5,0,0,False,False,False
Tchounwou_et_al__-_2012_-_Heavy_Metal_Toxicity_and_the_Environment_reactions.json,Heavy Metals Toxicity and the Environment,10.1007/978-3-7643-8340-4_6,EXS,2012,review_article,other/general,84.85,Good,0,5,0,0,0,0,0,0,False,False,False
Tian_et_al__-_2020_-_Recently_advances_and_perspectives_of_anode-free_r_reactions.json,Recently advances and perspectives of anode-free rechargeable batteries,10.1016/j.nanoen.2020.105344,Nano Energy,2020,review article,anode,100.0,Excellent,1,2,1,1,0,0,0,1,False,False,False
Tomita_-_2000_-_Ionic_conductivity_and_structure_of_halocomplex_sa_reactions.json,Ionic conductivity and structure of halocomplex salts of group 13 elements,,Solid State Ionics,2000,research-article,ion transport,88.5,Good,8,12,2,4,4,10,1,2,False,False,False
Toyoda_and_Takeda_-_Study_on_lithium_intercalation_into_MO__reactions.json,Study on lithium intercalation into MoS2,,Solid State Ionics,1992,research article,cathode,98.78,Excellent,3,8,4,6,3,6,1,2,False,True,False
Toyoura_et_al__-_2008_-_First-principles_approach_to_chemical_diffusion_of_reactions.json,First-principles approach to chemical diffusion of lithium atoms in a graphite intercalation compound,10.1103/PhysRevB.78.214303,Physical Review B,2008,computational study,ion transport,83.87,Good,1,2,0,0,2,5,1,0,False,False,False
Trease_et_al__-_2016_-_Identifying_the_Distribution_of_Al_3__i_reactions.json,Identifying the Distribution of Al3+ in LiNi0.8Co0.15Al0.05O2,10.1021/acs.chemmater.6b02797,Chemistry of Materials,2016,research article,cathode,85.45,Good,1,4,1,1,6,16,2,1,False,False,False
Tron_et_al__-_2018_-_Enhanced_ionic_conductivity_of_the_solid_electroly_reactions.json,Enhanced ionic conductivity of the solid electrolyte for lithium-ion batteries,10.1016/j.jssc.2017.11.020,Journal of Solid State Chemistry,2018,research article,solid-state electrolyte,99.17,Excellent,3,18,3,12,4,11,0,0,False,True,True
Urban_et_al__-_2016_-_Computational_understanding_of_Li-ion_batteries_reactions.json,Computational understanding of Li-ion batteries,10.1038/npjcompumats.2016.2,npj Computational Materials,2016,review article,computational/ML,100.0,Excellent,0,0,0,0,0,0,3,0,False,False,False
Ustynyuk_et_al__-_2014_-_Pyridinedicarboxylic_Acid_Diamides_as_Selective_Li_reactions.json,Pyridinedicarboxylic Acid Diamides as Selective Ligands for Extraction and Separation of Trivalent Lanthanides and Actinides: DFT Study,10.1080/07366299.2014.915666,Solvent Extraction and Ion Exchange,2014,computational study,computational/ML,93.65,Excellent,1,10,0,0,2,3,1,0,False,False,False
VahidMohammadi_et_al__-_2017_-_Two-Dimensional_Vanadium_Carbide__MXene__as_a_High_reactions.json,Two-Dimensional Vanadium Carbide (MXene) as a High-Capacity Cathode Material for Rechargeable Aluminum Batteries,10.1021/acsnano.7b05350,ACS Nano,2017,journal article,cathode,81.9,Good,2,12,6,20,4,4,1,2,False,True,True
Van_der_Ven_et_al__-_1998_-_First-principles_investigation_of_phase_stability__reactions.json,First-principles investigation of phase stability in LixCoO2,,Physical Review B,1998,computational study,cathode,91.67,Excellent,3,5,0,0,1,1,2,0,False,False,False
Van_der_Ven_et_al__-_2008_-_Nondilute_diffusion_from_first_principles_Li_diff_reactions.json,Nondilute diffusion from ﬁrst principles: Li diffusion in Li xTiS 2,10.1103/PhysRevB.78.104306,Physical Review B,2008,computational study,ion transport,81.48,Good,1,1,0,0,2,8,2,0,False,False,False
Van_der_Ven_et_al__-_2013_-_Understanding_Li_Diffusion_in_Li-Intercalation_Com_reactions.json,Understanding Li Diffusion in Li-Intercalation Compounds,10.1021/ar200329r,Accounts of Chemical Research,2013,review,ion transport,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Vanaphuti_et_al__-_2021_-_Stabilized_Lithium__Manganese-Rich_Layered_Cathode_reactions.json,"Stabilized Lithium, Manganese-Rich Layered Cathode Materials Enabled by Integrating Co-Doping and Nanocoating",10.1021/acsami.1c04718,ACS Applied Materials & Interfaces,2021,research article,cathode,98.72,Excellent,4,3,4,6,7,13,1,1,False,False,True
Vetter_et_al__-_2005_-_Ageing_mechanisms_in_lithium-ion_batteries_reactions.json,Ageing mechanisms in lithium-ion batteries,10.1016/j.jpowsour.2005.01.006,Journal of Power Sources,2005,review,other/general,98.7,Excellent,0,13,0,0,4,2,0,0,False,False,False
Vyalikh_et_al__-_2018_-_Analysis_of_the_defect_clusters_in_congruent_lithi_reactions.json,Analysis of the defect clusters in congruent lithium tantalate,10.1103/PhysRevMaterials.2.013804,Physical Review Materials,2018,research article,computational/ML,98.48,Excellent,4,4,3,4,3,9,1,2,False,False,False
Walsh_-_2021_-_Correcting_the_corrections_for_charged_defects_in__reactions.json,Correcting the corrections for charged defects in crystals,https://doi.org/10.1038/s41524-021-00546-0,npj Computational Materials,2021,commentary,computational/ML,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Wang_et_al__-_2006_-_Oxidation_energies_of_transition_metal_oxides_with_reactions.json,Oxidation energies of transition metal oxides within the GGA+U framework,10.1103/PhysRevB.73.195107,Physical Review B,2006,computational study,computational/ML,100.0,Excellent,0,1,0,0,2,0,3,0,False,False,False
Wang_et_al__-_2010_-_Periodicity__work_function_and_reactivity_of_graph_reactions.json,"Periodicity, work function and reactivity of graphene on Ru(0001) from first principles",10.1088/1367-2630/12/4/043041,New Journal of Physics,2010,theoretical study,computational/ML,94.44,Excellent,1,4,0,0,1,7,1,0,False,False,False
Wang_et_al__-_2014_-_Enhancing_lithium_sulphur_battery_performance_by_s_reactions.json,Enhancing lithium–sulphur battery performance by strongly binding the discharge products on amino-functionalized reduced graphene oxide,10.1038/ncomms6002,Nature Communications,2014,research-article,other/general,81.18,Good,4,5,6,8,4,6,1,0,False,True,True
Wang_et_al__-_2015_-_Binder-Free_V_2_O_5_Cathode__reactions.json,Binder-Free V2O5 Cathode for Greener Rechargeable Aluminum Battery,10.1021/am508001h,ACS Applied Materials & Interfaces,2015,research-article,cathode,84.15,Good,2,10,3,4,3,7,0,1,False,True,False
Wang_et_al__-_2016_-_Superconcentrated_electrolytes_for_a_high-voltage__reactions.json,Superconcentrated electrolytes for a high-voltage lithium-ion battery,10.1038/ncomms12032,Nature Communications,2016,research-article,electrolyte (liquid/polymer),80.39,Good,3,11,3,8,7,7,1,3,False,False,False
Wang_et_al__-_2017_-_High-Performance_Aluminum-Ion_Battery_with_CuS_C_M_reactions.json,High-Performance Aluminum-Ion Battery with CuS@C Microsphere Composite Cathode,10.1021/acsnano.6b06446,ACS Nano,2017,research article,cathode,89.08,Good,3,10,9,10,6,9,1,0,False,True,True
Wang_et_al__-_2017_-_Sodium_vanadium_titanium_phosphate_electrode_for_s_reactions.json,Sodium vanadium titanium phosphate electrode for symmetric sodium-ion batteries with high power and long lifespan,10.1038/ncomms15888,Nature Communications,2017,research-article,solid-state electrolyte,81.16,Good,1,7,3,3,4,9,2,2,False,True,True
Wang_et_al__-_2018_-_Atomic_Substitution_Enabled_Synthesis_of_Vacancy-R_reactions.json,Atomic Substitution Enabled Synthesis of Vacancy-Rich Two-Dimensional Black TiO2−x Nanoflakes for High-Performance Rechargeable Magnesium Batteries,10.1021/acsnano.8b06917,ACS Nano,2018,research-article,other/general,99.15,Excellent,3,9,8,12,8,9,1,0,False,True,True
Wang_et_al__-_2018_-_Fundamental_study_on_the_wetting_property_of_liqui_reactions.json,Fundamental study on the wetting property of liquid lithium,10.1016/j.ensm.2018.05.021,Energy Storage Materials,2018,experimental study,other/general,99.06,Excellent,7,11,3,3,3,5,1,1,False,False,False
Wang_et_al__-_2018_-_High-Conductivity_Argyrodite_Li_6_PS_s_reactions.json,High-Conductivity Argyrodite Li6PS5Cl Solid Electrolytes Prepared via Optimized Sintering Processes for All-Solid-State Lithium−Sulfur Batteries,10.1021/acsami.8b15121,ACS Applied Materials & Interfaces,2018,research article,solid-state electrolyte,97.65,Excellent,2,7,6,12,4,7,1,1,False,True,True
Wang_et_al__-_2018_-_Review_on_modeling_of_the_anode_solid_electrolyte__reactions.json,Review on modeling of the anode solid electrolyte interphase (SEI) for lithium-ion batteries,10.1038/s41524-018-0064-0,npj Computational Materials,2018,review article,solid-state electrolyte,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Wang_et_al__-_2018_-_Universal_Soldering_of_Lithium_and_Sodium_Alloys_o_reactions.json,Universal Soldering of Lithium and Sodium Alloys on Various Substrates for Batteries,10.1002/aenm.201701963,Advanced Energy Materials,2018,research-article,solid-state electrolyte,98.59,Excellent,2,17,11,11,3,3,0,2,False,False,False
Wang_et_al__-_2019_-_Development_of_solid-state_electrolytes_for_sodium_reactions.json,Development of solid-state electrolytes for sodium-ion battery –A short review,10.1016/j.nanoms.2019.02.007,Nano Materials Science,2019,review_article,solid-state electrolyte,97.56,Excellent,4,0,0,0,4,4,1,2,False,False,False
Wang_et_al__-_2019_-_Recycling_LiCoO2_with_methanesulfonic_acid_for_reg_reactions.json,Recycling LiCoO2 with methanesulfonic acid for regeneration of lithium-ion battery electrode materials,10.1016/j.jpowsour.2019.226828,Journal of Power Sources,2019,journal_article,recycling,93.81,Excellent,2,8,5,9,8,13,0,1,False,False,False
Wang_et_al__-_2019_-_Tuning_wettability_of_molten_lithium_via_a_chemica_reactions.json,Tuning wettability of molten lithium via a chemical strategy for lithium metal anodes,10.1038/s41467-019-12938-4,Nature Communications,2019,materials synthesis,anode,87.01,Good,2,6,5,8,4,4,1,1,False,True,False
Wang_et_al__-_2020_-_Enabling__lithium-free__manufacturing_of_pure_lith_reactions.json,Enabling “lithium-free” manufacturing of pure lithium metal solid-state batteries through in situ plating,10.1038/s41467-020-19004-4,Nature Communications,2020,research-article,cathode,78.9,Good,3,8,10,12,4,10,1,4,False,False,True
Wang_et_al__-_2020_-_Nature_of_Novel_2D_van_der_Waals_Heterostructures__reactions.json,Nature of Novel 2D van der Waals Heterostructures for Superior Potassium Ion Batteries,10.1002/aenm.202000884,Advanced Energy Materials,2020,research_article,other/general,98.65,Excellent,2,7,4,8,3,5,1,2,False,True,True
Wang_et_al__-_2021_-_A_cost-effective_and_humidity-tolerant_chloride_so_reactions.json,A cost-effective and humidity-tolerant chloride solid electrolyte for lithium batteries,10.1038/s41467-021-24697-2,Nature Communications,2021,research-article,solid-state electrolyte,79.78,Good,4,5,4,4,8,11,2,2,False,True,True
Wang_et_al__-_2021_-_Carbon_materials_for_ion-intercalation_involved_re_reactions.json,Carbon materials for ion-intercalation involved rechargeable battery technologies,10.1039/d0cs00187b,Chemical Society Reviews,2021,review article,other/general,76.83,Good,2,10,3,9,3,3,1,2,False,True,False
Wang_et_al__-_2021_-_First_principles_studies_on_structure_stability__s_reactions.json,"First-principles studies on structure stability, segregation, and work function of Mg doped with metal elements",10.1002/qua.26626,International Journal of Quantum Chemistry,2021,computational study,computational/ML,88.24,Good,15,15,0,0,1,15,1,0,False,False,False
Wang_et_al__-_2021_-_Pillar-beam_structures_prevent_layered_cathode_mat_reactions.json,Pillar-beam structures prevent layered cathode materials from destructive phase transitions,10.1038/s41467-020-20169-1,Nature Communications,2021,research article,cathode,80.9,Good,1,10,5,10,4,10,1,1,False,True,True
Wang_et_al__-_2022_-_A_Sodium_Antimony_Telluride_Intermetallic_Allows_S_reactions.json,A Sodium–Antimony–Telluride Intermetallic Allows Sodium-Metal Cycling at 100% Depth of Discharge and as an Anode-Free Metal Battery,10.1002/adma.202106005,Advanced Materials,2022,materials synthesis and electrochemistry,anode,97.1,Excellent,3,5,3,4,4,6,1,0,False,False,False
Wenzel_et_al__-_2016_-_Direct_Observation_of_the_Interfacial_Instability__reactions.json,Direct Observation of the Interfacial Instability of the Fast Ionic Conductor Li10GeP2S12 at the Lithium Metal Anode,10.1021/acs.chemmater.6b00610,Chemistry of Materials,2016,research-article,solid-state electrolyte,97.53,Excellent,2,8,4,4,4,9,1,1,False,False,False
Wenzel_et_al__-_2016_-_Interphase_formation_and_degradation_of_charge_tra_reactions.json,Interphase formation and degradation of charge transfer kinetics between a lithium metal anode and highly crystalline Li7P3S11 solid electrolyte,10.1016/j.ssi.2015.11.034,Solid State Ionics,2016,research-article,solid-state electrolyte,98.28,Excellent,1,3,5,6,3,6,0,0,False,False,False
Whlecke_-_DEFECTS_IN_LiNb03-I__EXPERIMENTAL_ASPECTS_reactions.json,DEFECTS IN LiNbO3 ‑ I. EXPERIMENTAL ASPECTS,,Journal of Physics and Chemistry of Solids,1991,review article,other/general,100.0,Excellent,0,2,0,0,2,8,1,1,False,False,False
Wiers_et_al__-_2011_-_A_Solid_Lithium_Electrolyte_via_Addition_of_Lithiu_reactions.json,A Solid Lithium Electrolyte via Addition of Lithium Isopropoxide to a Metal–Organic Framework with Open Metal Sites,10.1021/ja205827z,Journal of the American Chemical Society,2011,materials_synthesis,solid-state electrolyte,98.82,Excellent,3,6,6,7,4,11,2,3,False,False,False
Wood_et_al__-_2019_-_Formation_Challenges_of_Lithium-Ion_Battery_Manufa_reactions.json,Formation Challenges of Lithium-Ion Battery Manufacturing,10.1016/j.joule.2019.11.002,Joule,2019,research_article,interface/interphase,98.44,Excellent,1,5,6,8,1,1,1,2,False,True,False
Wu_et_al__-_2019_-_Elucidating_the_Effect_of_Iron_Doping_on_the_Elect_reactions.json,Elucidating the Effect of Iron Doping on the Electrochemical Performance of Cobalt-Free Lithium-Rich Layered Cathode Materials,10.1002/aenm.201902445,Advanced Energy Materials,2019,research-article,cathode,98.91,Excellent,4,4,8,8,5,7,2,3,False,True,True
Wu_et_al__-_2019_-_Paving_the_Path_toward_Reliable_Cathode_Materials__reactions.json,Paving the Path toward Reliable Cathode Materials for Aluminum-Ion Batteries,10.1002/adma.201806510,Advanced Materials,2019,review article,cathode,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Wu_et_al__-_2021_-_A_stable_cathode-solid_electrolyte_composite_for_h_reactions.json,"A stable cathode-solid electrolyte composite for high-voltage, long-cycle-life solid-state sodium-ion batteries",https://doi.org/10.1038/s41467-021-21488-7,Nature Communications,2021,materials_synthesis,solid-state electrolyte,85.51,Good,2,4,5,6,4,4,1,2,False,True,True
Wu_et_al__-_2022_-_Observation_of_an_intermediate_state_during_lithiu_reactions.json,Observation of an intermediate state during lithium intercalation of twisted bilayer MoS 2,10.1038/s41467-022-30516-z,Nature Communications,2022,research-article,other/general,92.59,Excellent,3,8,3,5,4,9,1,3,False,False,False
Xi_et_al__-_2017_-_Non-aqueous_lithium_bromine_battery_of_high_energy_reactions.json,Non-aqueous lithium bromine battery of high energy density with carbon coated membrane,10.1016/j.jechem.2017.04.013,Journal of Energy Chemistry,2017,research article,electrolyte (liquid/polymer),98.15,Excellent,2,14,4,8,5,9,1,1,False,True,True
Xiao_et_al__-_2020_-_Understanding_interface_stability_in_solid-state_b_reactions.json,Understanding interface stability in solid-state batteries,10.1038/s41578-019-0157-5,Nature Reviews Materials,2019,review,solid-state electrolyte,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Xie_et_al__-_2019_-_Insights_into_Boron-Based_Polyanion-Tuned_High-Nic_reactions.json,Insights into Boron-Based Polyanion-Tuned High-Nickel Cathodes for High-Energy-Density Lithium-Ion Batteries,10.1021/acs.chemmater.9b02916,Chemistry of Materials,2019,materials_synthesis,cathode,98.91,Excellent,2,10,4,9,5,8,1,1,False,True,True
Xie_et_al__-_2024_-_High-Throughput_Screening_of_Li_Solid-State_Electr_reactions.json,High-Throughput Screening of Li Solid-State Electrolytes with Bond Valence Methods and Machine Learning,10.1021/acs.chemmater.3c02841,Chemistry of Materials,2024,research article,solid-state electrolyte,99.02,Excellent,20,0,0,0,3,4,4,0,False,False,False
Xu_and_Zhu_-_2020_-_Anion_Charge_and_Lattice_Volume_Maps_for_Searching_reactions.json,Anion Charge and Lattice Volume Maps for Searching Lithium Superionic Conductors,10.1021/acs.chemmater.0c00993,Chemistry of Materials,2020,computational study,solid-state electrolyte,90.7,Excellent,0,3,3,3,2,3,1,0,False,False,False
Xu_et_al__-_2008_-_A_review_of_processes_and_technologies_for_the_rec_reactions.json,A review of processes and technologies for the recycling of lithium-ion secondary batteries,10.1016/j.jpowsour.2007.11.074,Journal of Power Sources,2008,review,recycling,98.18,Excellent,2,4,3,3,2,6,0,1,False,True,True
Xu_et_al__-_2018_-_Li_3_N-Modified_Garnet_Electrolyte_for__reactions.json,Li3N-Modified Garnet Electrolyte for All-Solid-State Lithium Metal Batteries Operated at 40 °C,10.1021/acs.nanolett.8b03902,Nano Letters,2018,research article,solid-state electrolyte,87.32,Good,1,6,3,3,6,10,2,2,False,True,True
Xu_et_al__-_2018_-_Updated_Metal_Compounds__MOFs___S___OH___N___C__Us_reactions.json,"Updated Metal Compounds (MOFs, –S, –OH, –N, –C) Used as Cathode Materials for Lithium–Sulfur Batteries",10.1002/aenm.201702607,Advanced Energy Materials,2018,review article,cathode,97.92,Excellent,1,4,3,3,1,1,1,1,False,True,False
Xu_et_al__-_2019_-_Li_metal-free_rechargeable_all-solid-state_Li2SSi_reactions.json,Li metal-free rechargeable all-solid-state Li2S/Si battery based on Li7P3S11 electrolyte,10.1007/s10008-019-04409-z,Journal of Solid State Electrochemistry,2019,research-article,solid-state electrolyte,79.79,Good,3,8,4,13,7,10,1,1,False,True,True
Xu_et_al__-_2022_-_A_green_and_sustainable_strategy_toward_lithium_re_reactions.json,A green and sustainable strategy toward lithium resources recycling from spent batteries,10.1126/sciadv.abq7948,Science Advances,2022,materials_synthesis,solid-state electrolyte,83.74,Good,4,12,7,15,6,10,2,1,False,False,False
Xu_et_al__-_2023_-_Machine_learning_molecular_dynamics_simulation_ide_reactions.json,Machine learning molecular dynamics simulation identifying weakly negative effect of polyanion rotation on Li-ion migration,10.1038/s41524-023-01049-w,npj Computational Materials,2023,computational study,solid-state electrolyte,98.39,Excellent,5,5,0,0,3,6,1,1,False,False,False
Yamada_et_al__-_2011_-_Lithium_ion_conduction_mechanism_in_LiInI4_studied_reactions.json,Lithium ion conduction mechanism in LiInI4 studied by single crystal 7Li NMR,10.1016/j.ssi.2011.02.020,Solid State Ionics,2011,inorganic solid-state synthesis and characterization,solid-state electrolyte,98.53,Excellent,1,5,4,5,5,10,1,1,False,False,False
Yamada_et_al__-_2014_-_Interfacial_phenomena_between_lithium_ion_conducto_reactions.json,Interfacial phenomena between lithium ion conductors and cathodes,10.1016/j.ssi.2013.10.001,Solid State Ionics,2014,research article,solid-state electrolyte,99.0,Excellent,3,10,5,8,5,6,1,2,False,False,False
Yamane_et_al__-_2007_-_Crystal_structure_of_a_superionic_conductor__Li7P3_reactions.json,"Crystal structure of a superionic conductor, Li7P3S11",10.1016/j.ssi.2007.05.020,Solid State Ionics,2007,research article,solid-state electrolyte,81.82,Good,1,6,2,2,2,10,1,1,False,False,False
Yan_-_2023_-_Symmetric_Cells_as_an_Analytical_Tool_for_Battery__reactions.json,"Symmetric Cells as an Analytical Tool for Battery Research: Assembly, Operation, and Data Analysis Strategies",10.1149/1945-7111/acaf42,Journal of The Electrochemical Society,2023,review,other/general,86.21,Good,2,8,7,7,2,0,1,2,False,False,False
Yan_et_al__-_2020_-_A_review_on_dopingcoating_of_nickel-rich_cathode__reactions.json,A review on doping/coating of nickel-rich cathode materials for lithium-ion batteries,10.1016/j.jallcom.2019.153048,Journal of Alloys and Compounds,2020,review article,cathode,100.0,Excellent,0,0,0,0,1,1,1,1,False,False,False
Yan_et_al__-_2023_-_Hard-carbon-stabilized_Li_Si_anodes_for_high-perfo_reactions.json,Hard-carbon-stabilized Li–Si anodes for high-performance all-solid-state Li-ion batteries,10.1038/s41560-023-01279-8,Nature Energy,2023,materials_synthesis,solid-state electrolyte,99.11,Excellent,3,13,5,6,5,6,1,1,False,True,True
Yang_et_al__-_2012_-_High-Capacity_Micrometer-Sized_Li_2_S_P_reactions.json,High-Capacity Micrometer-Sized Li2S Particles as Cathode Materials for Advanced Rechargeable Lithium-Ion Batteries,10.1021/ja3052206,Journal of the American Chemical Society,2012,research article,cathode,98.97,Excellent,3,11,4,7,4,8,1,0,False,True,True
Yang_et_al__-_2015_-_Exploring_the_possibilities_of_two-dimensional_tra_reactions.json,Exploring the possibilities of two-dimensional transition metal carbides as anode materials for sodium batteries,10.1039/c4cp05140h,Physical Chemistry Chemical Physics,2015,computational study,anode,97.96,Excellent,9,0,0,0,0,0,3,0,False,False,False
Yang_et_al__-_2016_-_Elastic_Properties__Defect_Thermodynamics__Electro_reactions.json,"Elastic Properties, Defect Thermodynamics, Electrochemical Window, Phase Stability, and Li+ Mobility of Li3PS4: Insights from First-Principles Calculations",10.1021/acsami.6b06754,ACS Applied Materials & Interfaces,2016,computational study,solid-state electrolyte,97.56,Excellent,2,5,0,0,0,0,6,0,False,False,False
Yang_et_al__-_2017_-_Predicting_point_defect_equilibria_across_oxide_he_reactions.json,Predicting point defect equilibria  across oxide hetero-interfaces: model system of ZrO2/Cr2O3,,Physical Chemistry Chemical Physics,2016,computational study,interface/interphase,96.77,Excellent,1,2,0,0,2,4,0,0,False,False,False
Yang_et_al__-_2019_-_Aqueous_Li-ion_battery_enabled_by_halogen_conversi_reactions.json,Aqueous Li-ion battery enabled by halogen conversion–intercalation chemistry in graphite,10.1038/s41586-019-1175-6,Nature,2019,materials synthesis and electrochemistry,electrolyte (liquid/polymer),76.98,Good,4,13,6,6,7,9,1,2,False,True,True
Yang_et_al__-_2020_-_Holey_graphite_A_promising_anode_material_with_ul_reactions.json,Holey graphite: A promising anode material with ultrahigh storage for lithium-ion battery,10.1016/j.electacta.2020.136244,Electrochimica Acta,2020,computational study,anode,86.0,Good,4,3,0,0,3,7,3,0,False,True,False
Yang_et_al__-_2022_-_Unravelling_capacity_fading_mechanisms_in_sodium_v_reactions.json,Unravelling capacity fading mechanisms in sodium vanadyl phosphate for aqueous sodium-ion batteries,10.1016/j.jcis.2022.07.108,Journal of Colloid and Interface Science,2022,materials_synthesis,solid-state electrolyte,96.8,Excellent,3,12,10,14,4,7,1,1,False,True,False
Yazdani_et_al__-_2021_-_Heterointerface_Effects_on_Lithium-Induced_Phase_T_reactions.json,Heterointerface Effects on Lithium-Induced Phase Transitions in Intercalated MoS2,10.1021/acsami.0c21495,ACS Applied Materials & Interfaces,2021,materials synthesis and electrochemical study,interface/interphase,78.05,Good,1,17,8,20,2,5,1,2,False,False,False
Yi_et_al__-_2015_-_Facile_in_Situ_Preparation_of_Graphitic-C_3_reactions.json,Facile in Situ Preparation of Graphitic-C3N4@carbon Paper As an Efficient Metal-Free Cathode for Nonaqueous Li−O2 Battery,10.1021/acsami.5b01727,ACS Applied Materials & Interfaces,2015,research article,cathode,97.83,Excellent,2,9,5,5,5,5,1,3,False,True,True
Yu_and_Manthiram_-_2018_-_Electrode_electrolyte_interfaces_in_lithium-based__reactions.json,Electrode–electrolyte interfaces in lithium-based batteries,10.1039/c7ee02555f,Energy & Environmental Science,2018,review,solid-state electrolyte,100.0,Excellent,1,3,1,3,1,1,0,1,False,False,False
Yu_and_Manthiram_-_2019_-_Sodium-Sulfur_Batteries_with_a_Polymer-Coated_NASI_reactions.json,Sodium-Sulfur Batteries with a Polymer-Coated NASICON-type Sodium-Ion Solid Electrolyte,10.1016/j.matt.2019.03.008,Matter,2019,materials_synthesis_and_battery_assembly,solid-state electrolyte,94.29,Excellent,5,17,6,23,5,8,1,2,False,True,True
Yu_and_Siegel_-_2017_-_Grain_Boundary_Contributions_to_Li-Ion_Transport_i_reactions.json,Grain Boundary Contributions to Li-Ion Transport in the Solid Electrolyte Li7La3Zr2O12 (LLZO),10.1021/acs.chemmater.7b02805,Chemistry of Materials,2017,computational study,solid-state electrolyte,98.41,Excellent,1,5,5,5,2,8,1,1,False,False,False
Yu_and_Siegel_-_2022_-_Atomic_Scal_reactions.json,Atomic Scale Simulations of the Solid Electrolyte Li7La3Zr2O12,,,2018,PhD Dissertation,solid-state electrolyte,85.71,Good,1,8,4,4,4,10,1,2,False,False,False
Yu_and_Siegel_-_Grain_Boundary_Contributions_to_Li-ion_Transport_i_reactions.json,Grain Boundary Contributions to Li-ion Transport in the Solid Electrolyte Li7La3Zr2O12 (LLZO),,,,supporting_information,solid-state electrolyte,98.39,Excellent,1,5,4,4,3,54,0,1,False,False,False
Yu_et_al__-_2019_-_Flexible_Stable_Solid-State_Al-Ion_Batteries_reactions.json,Flexible Stable Solid-State Al-Ion Batteries,10.1002/adfm.201806799,Advanced Functional Materials,2019,research article,electrolyte (liquid/polymer),98.96,Excellent,1,8,5,5,9,14,1,2,False,True,True
Yu_et_al__-_2020_-_Tuning_ionic_conductivity_and_electrode_compatibil_reactions.json,Tuning ionic conductivity and electrode compatibility of Li3YBr6 for high-performance all solid-state Li batteries,10.1016/j.nanoen.2020.105097,Nano Energy,2020,research-article,solid-state electrolyte,76.25,Good,2,9,2,3,5,8,1,3,False,True,True
