filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Su_et_al__-_2018_-_Toward_High_Performance_Lithium_Sulfur_Batteries_B_reactions.json,"Toward High Performance Lithium–Sulfur Batteries Based on Li2S Cathodes and Beyond: Status, Challenges, and Perspectives",10.1002/adfm.201800154,Advanced Functional Materials,2018,review article,review,True,99.03,Excellent,5,11,5,14,2,2,TEM|XRD,Li–S battery|Li2S cathode|carbon composites|nanostructures
Su_et_al__-_2024_-_A_scalable_Li-Al-Cl_stratified_structure_for_stabl_reactions.json,A scalable Li-Al-Cl stratified structure for stable all-solid-state lithium metal batteries,10.1038/s41467-024-48585-7,Nature Communications,2024,research article,experimental_synthesis,True,76.7,Good,2,7,6,6,10,11,SEM|TOF-SIMS|XPS|XRD|SEM|AFM|Electrochemical (CCD test)|Galvanostatic cycling|Ionic conductivity measurement|Full-cell cycling,solid-state electrolyte|lithium metal batteries|interface engineering
Sui_et_al__-_2020_-_Dual-ion_batteries_The_emerging_alternative_recha_reactions.json,Dual-ion batteries: The emerging alternative rechargeable batteries,10.1016/j.ensm.2019.11.003,Energy Storage Materials,2020,review_article,review,True,96.55,Excellent,2,5,2,2,3,3,TEM|XPS|Galvanostatic cycling,dual-ion batteries|graphite cathode|electrolyte formulation
Sulas_et_al__-_2018_-_Defect_Detection_in_Solid-State_Battery_Electrolyt_reactions.json,Defect Detection in Solid-State Battery Electrolytes Using Lock-In Thermal Imaging,10.1149/2.0131814jes,Journal of The Electrochemical Society,2018,research article,experimental_synthesis,True,98.39,Excellent,2,5,3,3,3,7,Lock-in thermography|EIS|Current/Voltage cycling,solid-state battery|thermal imaging|defect detection
Sun_et_al__-_2017_-_Comparison_of_reduction_products_from_graphite_oxi_reactions.json,Comparison of reduction products from graphite oxide and graphene oxide for anode applications in lithium-ion batteries and sodium-ion batteries,10.1039/c6nr07650e,Nanoscale,2017,research article,experimental_synthesis,True,93.62,Excellent,2,8,5,23,7,25,SEM|TEM|XRD|XPS|Raman spectroscopy|BET|EIS,graphene|graphite oxide|graphene oxide|lithium-ion battery|sodium-ion battery|anode material
Sun_et_al__-_2018_-_Accelerated_aging_and_degradation_mechanism_of_LiF_reactions.json,Accelerated aging and degradation mechanism of LiFePO4/graphite batteries cycled at high discharge rates,10.1039/c8ra04074e,RSC Advances,2018,battery aging study,characterization_study,True,97.53,Excellent,3,7,4,8,4,5,XRD|SEM|XPS|Raman spectroscopy,LiFePO4|graphite|battery degradation|high discharge rate
Sun_et_al__-_2018_-_Towards_a_reliable_Li-metal-free_LiNO_3_reactions.json,Towards a reliable Li-metal-free LiNO3-free Li-ion polysulphide full cell via parallel interface engineering,10.1039/c8ee00937f,Energy & Environmental Science,2018,research article,experimental_synthesis,True,78.51,Good,2,17,5,15,4,9,BET|Raman spectroscopy|Electrochemical testing (galvanostatic)|Rate performance test,Li–S batteries|parallel interface engineering|hydrothermal carbon coating|Al–Li alloy anode
Sun_et_al__-_2020_-_A_high-performance_potassium_metal_battery_using_s_reactions.json,A high-performance potassium metal battery using safe ionic liquid electrolyte,10.1073/pnas.2012716117,Proceedings of the National Academy of Sciences,2020,materials_synthesis_and_battery_performance,experimental_synthesis,True,99.11,Excellent,4,8,6,6,9,10,Raman spectroscopy|Ionic conductivity measurement|TGA|Flammability test|Cyclic voltammetry|SEM|XRD|XPS|ToF-SIMS,ionic liquid electrolyte|potassium battery|Prussian blue analogue|energy storage
Sun_et_al__-_2022_-_Mapping_and_Modeling_Physicochemical_Fields_in_Sol_reactions.json,Mapping and Modeling Physicochemical Fields in Solid-State Batteries,10.1021/acs.jpclett.2c02800,The Journal of Physical Chemistry Letters,2022,perspective_article,perspective,True,96.08,Excellent,2,3,3,4,2,2,X-ray computed tomography (XCT)|X-ray computed tomography (XCT),solid-state batteries|multiphysics coupling|X-ray tomography
Sun_et_al__-_2023_-_Interface_Engineering_Toward_Expedited_Li_2_reactions.json,Interface Engineering Toward Expedited Li2S Deposition in Lithium–Sulfur Batteries: A Critical Review,10.1002/adma.202211168,Advanced Materials,2023,review,review,False,100.0,Excellent,0,0,0,0,0,0,,lithium–sulfur batteries|interface engineering|Li2S deposition
Swain_-_2017_-_Recovery_and_recycling_of_lithium_A_review_reactions.json,Recovery and recycling of lithium: A review,10.1016/j.seppur.2016.08.031,Separation and Purification Technology,2017,review,review,True,98.53,Excellent,3,6,4,6,1,1,Purity determination,lithium recovery|brine processing|battery recycling
Swift_and_Qi_-_2019_-_First-Principles_Prediction_of_Potentials_and_Spac_reactions.json,First-Principles Prediction of Potentials and Space-Charge Layers in All-Solid-State Batteries,10.1103/PhysRevLett.122.167701,Physical Review Letters,2019,research article,computational,False,95.83,Excellent,4,4,0,0,1,9,DFT calculation,all-solid-state batteries|first-principles modeling|DFT
Swift_et_al__-_2021_-_Modeling_the_electrical_double_layer_at_solid-stat_reactions.json,Modeling the electrical double layer at solid-state electrochemical interfaces,10.1038/s43588-021-00041-y,Nature Computational Science,2021,theoretical modeling,computational,False,100.0,Excellent,5,0,0,0,0,0,,solid-state battery|electrical double layer|Poisson–Fermi–Dirac model
Tachikawa_-_2014_-_Mechanism_of_Dissolution_of_a_Lithium_Salt_in_an_E_reactions.json,Mechanism of Dissolution of a Lithium Salt in an Electrolytic Solvent in a Lithium Ion Secondary Battery: A Direct Ab Initio Molecular Dynamics (AIMD) Study,10.1002/cphc.201301151,ChemPhysChem,2014,computational study,computational,False,98.21,Excellent,3,4,0,0,5,19,"DFT calculation|Bond population analysis|CCSD/6-311++G(d,p)|DFT calculation|DFT calculation",DFT|AIMD|lithium-ion battery|electrolyte|solvation
Takada_-_2002_-_Lithium_ion_conduction_in_lithium_magnesium_thio-p_reactions.json,Lithium ion conduction in lithium magnesium thio-phosphate,,Solid State Ionics,2002,research-article,experimental_synthesis,True,83.61,Good,2,4,3,8,4,8,SEM|XRD|EIS|NMR,solid electrolyte|lithium ion conductor|thio-phosphate|layered structure
Takahashi_et_al__-_2013_-_All-solid-state_lithium_battery_with_LiBH4_solid_e_reactions.json,All-solid-state lithium battery with LiBH4 solid electrolyte,10.1016/j.jpowsour.2012.10.079,Journal of Power Sources,2013,experimental study,experimental_synthesis,True,75.63,Good,3,10,9,12,6,18,EIS|SEM|SPM|XRD|Raman spectroscopy|Galvanostatic charge–discharge,all-solid-state battery|solid electrolyte|thin film|pulsed laser deposition
Takamatsu_et_al__-_2012_-_First_In_Situ_Observation_of_the_LiCoO_2sub_reactions.json,First In Situ Observation of the LiCoO2 Electrode/Electrolyte Interface by Total-Reflection X-ray Absorption Spectroscopy,10.1002/anie.201203910,Angewandte Chemie International Edition,2012,materials synthesis and characterization,experimental_synthesis,True,98.57,Excellent,1,7,4,5,3,7,XANES/EXAFS|Cyclic voltammetry|EIS,Li-ion battery|thin film electrode|TRF-XAS|surface analysis|pulsed laser deposition
Takemoto_and_Yamada_-_2015_-_Development_of_rechargeable_lithium_bromine_batter_reactions.json,Development of rechargeable lithium–bromine batteries with lithium ion conducting solid electrolyte,10.1016/j.jpowsour.2015.02.015,Journal of Power Sources,2015,research article,experimental_synthesis,True,99.07,Excellent,2,13,5,11,5,10,Galvanostatic cycling|EIS|XRD|ATR-FT-IR|Scanning probe microscopy (SPM),lithium–bromine battery|solid electrolyte|interfacial resistance
Tan_et_al__-_2020_-_Sustainable_design_of_fully_recyclable_all_solid-s_reactions.json,Sustainable design of fully recyclable all solid-state batteries,10.1557/mre.2020.25,MRS Energy & Sustainability: A Review Journal,2020,battery recycling study,experimental_synthesis,True,94.74,Excellent,3,7,6,6,6,10,SEM|XRD|Raman spectroscopy|EIS|ICP|Galvanostatic cycling,all-solid-state battery|recycling|Li6PS5Cl|LiCoO2
Tan_et_al__-_2021_-_A_Novel_MoS_2_-MXene_Composite_Cathode__reactions.json,A Novel MoS2-MXene Composite Cathode for Aluminum-Ion Batteries,10.1021/acs.energyfuels.1c01461,Energy Fuels,2021,research-article,experimental_synthesis,True,99.0,Excellent,3,8,7,18,5,12,XRD|SEM|TEM|EIS|Cyclic voltammetry,aluminum-ion battery|MoS2|MXene|composite cathode
Tang_et_al__-_2019_-_Transition_metal_substitution_on_Mg_10_1___3__and__reactions.json,Transition metal substitution on Mg(10 1 3) and Mg(0001) surfaces for improved hydrogenation and dehydrogenation: A systematic first-principles study,https://doi.org/10.1016/j.apsusc.2019.02.124,Applied Surface Science,2019,computational study,computational,False,98.43,Excellent,3,24,0,0,2,11,DFT calculation|CI-NEB,DFT|hydrogen storage|magnesium surfaces|transition metal doping
Tang_et_al__-_2020_-_Critical_interface_between_inorganic_solid-state_e_reactions.json,Critical interface between inorganic solid-state electrolyte and sodium metal,10.1016/j.mattod.2020.08.016,Materials Today,2020,review,review,True,97.14,Excellent,1,2,1,1,2,3,EIS|Ionic conductivity measurement,solid-state electrolyte|sodium batteries|interface stability
Tang_et_al__-_2024_-_Electrolytes_for_bromine-based_flow_batteries_Cha_reactions.json,"Electrolytes for bromine-based flow batteries: Challenges, strategies, and prospects",10.1016/j.ensm.2024.103532,Energy Storage Materials,2024,review article,review,False,100.0,Excellent,0,0,0,0,2,5,Raman spectroscopy|UV–vis absorption spectroscopy,flow battery|bromine|electrolyte
Tchounwou_et_al__-_2012_-_Heavy_Metal_Toxicity_and_the_Environment_reactions.json,Heavy Metals Toxicity and the Environment,10.1007/978-3-7643-8340-4_6,EXS,2012,review_article,review,False,84.85,Good,0,5,0,0,0,0,,heavy metals|toxicity|environmental chemistry
Tian_et_al__-_2020_-_Recently_advances_and_perspectives_of_anode-free_r_reactions.json,Recently advances and perspectives of anode-free rechargeable batteries,10.1016/j.nanoen.2020.105344,Nano Energy,2020,review article,review,True,100.0,Excellent,1,2,1,1,0,0,,anode-free batteries|electrolyte optimization|current collector
Tomita_-_2000_-_Ionic_conductivity_and_structure_of_halocomplex_sa_reactions.json,Ionic conductivity and structure of halocomplex salts of group 13 elements,,Solid State Ionics,2000,research-article,experimental_synthesis,True,88.5,Good,8,12,2,4,4,10,XRD|NQR|NMR|EIS,ionic conductivity|halocomplex salts|group 13 elements
Toyoda_and_Takeda_-_Study_on_lithium_intercalation_into_MO__reactions.json,Study on lithium intercalation into MoS2,,Solid State Ionics,1992,research article,experimental_synthesis,True,98.78,Excellent,3,8,4,6,3,6,Atomic absorption analysis|XRD|Galvanostatic cycling,lithium intercalation|MoS2|electrochemistry|cathode material
Toyoura_et_al__-_2008_-_First-principles_approach_to_chemical_diffusion_of_reactions.json,First-principles approach to chemical diffusion of lithium atoms in a graphite intercalation compound,10.1103/PhysRevB.78.214303,Physical Review B,2008,computational study,computational,False,83.87,Good,1,2,0,0,2,5,DFT calculation|Phonon calculations (frozen phonon),first-principles|diffusion|graphite intercalation compound|DFT|NEB|phonon
Trease_et_al__-_2016_-_Identifying_the_Distribution_of_Al_3__i_reactions.json,Identifying the Distribution of Al3+ in LiNi0.8Co0.15Al0.05O2,10.1021/acs.chemmater.6b02797,Chemistry of Materials,2016,research article,experimental_synthesis,True,85.45,Good,1,4,1,1,6,16,NMR|NMR|Neutron diffraction|XRD|Atom Probe Tomography|SQUID Magnetic Susceptibility,Li-ion battery|cathode|NCA|solid-state NMR|atom probe tomography|neutron diffraction
Tron_et_al__-_2018_-_Enhanced_ionic_conductivity_of_the_solid_electroly_reactions.json,Enhanced ionic conductivity of the solid electrolyte for lithium-ion batteries,10.1016/j.jssc.2017.11.020,Journal of Solid State Chemistry,2018,research article,experimental_synthesis,True,99.17,Excellent,3,18,3,12,4,11,EIS|EIS|ICP|Galvanostatic charge–discharge,solid electrolyte|lithium-ion battery|ionic conductivity
Urban_et_al__-_2016_-_Computational_understanding_of_Li-ion_batteries_reactions.json,Computational understanding of Li-ion batteries,10.1038/npjcompumats.2016.2,npj Computational Materials,2016,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,computational methods|lithium-ion batteries
Ustynyuk_et_al__-_2014_-_Pyridinedicarboxylic_Acid_Diamides_as_Selective_Li_reactions.json,Pyridinedicarboxylic Acid Diamides as Selective Ligands for Extraction and Separation of Trivalent Lanthanides and Actinides: DFT Study,10.1080/07366299.2014.915666,Solvent Extraction and Ion Exchange,2014,computational study,computational,False,93.65,Excellent,1,10,0,0,2,3,DFT calculation|DFT calculation,DFT|lanthanide–actinide separation|dipicolinic acid diamides
VahidMohammadi_et_al__-_2017_-_Two-Dimensional_Vanadium_Carbide__MXene__as_a_High_reactions.json,Two-Dimensional Vanadium Carbide (MXene) as a High-Capacity Cathode Material for Rechargeable Aluminum Batteries,10.1021/acsnano.7b05350,ACS Nano,2017,journal article,experimental_synthesis,True,81.9,Good,2,12,6,20,4,4,XRD|TEM|XPS|EDX/EDS,MXene|vanadium carbide|aluminum battery|intercalation cathode
Van_der_Ven_et_al__-_1998_-_First-principles_investigation_of_phase_stability__reactions.json,First-principles investigation of phase stability in LixCoO2,,Physical Review B,1998,computational study,computational,False,91.67,Excellent,3,5,0,0,1,1,XRD,phase diagram|DFT|cluster expansion|battery cathode
Van_der_Ven_et_al__-_2008_-_Nondilute_diffusion_from_first_principles_Li_diff_reactions.json,Nondilute diffusion from ﬁrst principles: Li diffusion in Li xTiS 2,10.1103/PhysRevB.78.104306,Physical Review B,2008,computational study,computational,False,81.48,Good,1,1,0,0,2,8,DFT calculation|Nudged Elastic Band (NEB),Li diffusion|cluster expansion|kinetic Monte Carlo|DFT|intercalation compound
Van_der_Ven_et_al__-_2013_-_Understanding_Li_Diffusion_in_Li-Intercalation_Com_reactions.json,Understanding Li Diffusion in Li-Intercalation Compounds,10.1021/ar200329r,Accounts of Chemical Research,2013,review,review,False,100.0,Excellent,0,0,0,0,0,0,,Li-ion batteries|diffusion|intercalation compounds|first-principles
Vanaphuti_et_al__-_2021_-_Stabilized_Lithium__Manganese-Rich_Layered_Cathode_reactions.json,"Stabilized Lithium, Manganese-Rich Layered Cathode Materials Enabled by Integrating Co-Doping and Nanocoating",10.1021/acsami.1c04718,ACS Applied Materials & Interfaces,2021,research article,experimental_synthesis,True,98.72,Excellent,4,3,4,6,7,13,SEM|XRD|TEM|XPS|EIS|Cyclic voltammetry|TEM,Li-ion batteries|LMR cathode|AlF3 coating|Na/F co-doping
Vetter_et_al__-_2005_-_Ageing_mechanisms_in_lithium-ion_batteries_reactions.json,Ageing mechanisms in lithium-ion batteries,10.1016/j.jpowsour.2005.01.006,Journal of Power Sources,2005,review,review,False,98.7,Excellent,0,13,0,0,4,2,ARC (accelerating rate calorimetry)|DSC|XRD|EIS,lithium-ion battery|ageing|electrochemistry
Vyalikh_et_al__-_2018_-_Analysis_of_the_defect_clusters_in_congruent_lithi_reactions.json,Analysis of the defect clusters in congruent lithium tantalate,10.1103/PhysRevMaterials.2.013804,Physical Review Materials,2018,research article,experimental_synthesis,True,98.48,Excellent,4,4,3,4,3,9,NMR|Electron Spin Resonance (ESR)|FTIR,defect chemistry|lithium tantalate|solid-state NMR|DFT|annealing
Walsh_-_2021_-_Correcting_the_corrections_for_charged_defects_in__reactions.json,Correcting the corrections for charged defects in crystals,https://doi.org/10.1038/s41524-021-00546-0,npj Computational Materials,2021,commentary,perspective,False,100.0,Excellent,0,0,0,0,0,0,,charged defects|first-principles calculations|correction schemes
Wang_et_al__-_2006_-_Oxidation_energies_of_transition_metal_oxides_with_reactions.json,Oxidation energies of transition metal oxides within the GGA+U framework,10.1103/PhysRevB.73.195107,Physical Review B,2006,computational study,computational,False,100.0,Excellent,0,1,0,0,2,0,DFT calculation|DFT calculation,DFT|GGA|GGA+U|transition metal oxides|oxidation energies
Wang_et_al__-_2010_-_Periodicity__work_function_and_reactivity_of_graph_reactions.json,"Periodicity, work function and reactivity of graphene on Ru(0001) from first principles",10.1088/1367-2630/12/4/043041,New Journal of Physics,2010,theoretical study,computational,False,94.44,Excellent,1,4,0,0,1,7,DFT calculation,DFT calculations|graphene|Ru(0001)|work function|metal adsorption
Wang_et_al__-_2014_-_Enhancing_lithium_sulphur_battery_performance_by_s_reactions.json,Enhancing lithium–sulphur battery performance by strongly binding the discharge products on amino-functionalized reduced graphene oxide,10.1038/ncomms6002,Nature Communications,2014,research-article,experimental_synthesis,True,81.18,Good,4,5,6,8,4,6,SEM|XRD|TGA|Cyclic voltammetry,lithium–sulfur battery|graphene oxide|functionalization|nanocomposite
Wang_et_al__-_2015_-_Binder-Free_V_2_O_5_Cathode__reactions.json,Binder-Free V2O5 Cathode for Greener Rechargeable Aluminum Battery,10.1021/am508001h,ACS Applied Materials & Interfaces,2015,research-article,experimental_synthesis,True,84.15,Good,2,10,3,4,3,7,SEM|XRD|Galvanostatic charge–discharge,aluminum battery|binder-free cathode|V2O5|ionic liquid electrolyte
Wang_et_al__-_2016_-_Superconcentrated_electrolytes_for_a_high-voltage__reactions.json,Superconcentrated electrolytes for a high-voltage lithium-ion battery,10.1038/ncomms12032,Nature Communications,2016,research-article,experimental_synthesis,True,80.39,Good,3,11,3,8,7,7,Viscosity measurement|EIS|TGA|Raman spectroscopy|Cyclic voltammetry|SEM|Energy dispersive X-ray spectroscopy,electrolyte synthesis|lithium-ion battery|superconcentrated electrolyte
Wang_et_al__-_2017_-_High-Performance_Aluminum-Ion_Battery_with_CuS_C_M_reactions.json,High-Performance Aluminum-Ion Battery with CuS@C Microsphere Composite Cathode,10.1021/acsnano.6b06446,ACS Nano,2017,research article,experimental_synthesis,True,89.08,Good,3,10,9,10,6,9,XRD|Raman spectroscopy|SEM|XPS|Electrochemical testing (galvanostatic)|EIS,Aluminum-ion battery|CuS microspheres|solvothermal synthesis|ionic liquid electrolyte
Wang_et_al__-_2017_-_Sodium_vanadium_titanium_phosphate_electrode_for_s_reactions.json,Sodium vanadium titanium phosphate electrode for symmetric sodium-ion batteries with high power and long lifespan,10.1038/ncomms15888,Nature Communications,2017,research-article,experimental_synthesis,True,81.16,Good,1,7,3,3,4,9,XRD|TEM|Raman spectroscopy|CHN elemental analysis,sodium-ion battery|NASICON|symmetric cell
Wang_et_al__-_2018_-_Atomic_Substitution_Enabled_Synthesis_of_Vacancy-R_reactions.json,Atomic Substitution Enabled Synthesis of Vacancy-Rich Two-Dimensional Black TiO2−x Nanoflakes for High-Performance Rechargeable Magnesium Batteries,10.1021/acsnano.8b06917,ACS Nano,2018,research-article,experimental_synthesis,True,99.15,Excellent,3,9,8,12,8,9,SEM|TEM|XRD|Raman spectroscopy|EPR|XPS|BET|UV-Vis,TiO2−x|vacancy engineering|magnesium battery|nanoflake
Wang_et_al__-_2018_-_Fundamental_study_on_the_wetting_property_of_liqui_reactions.json,Fundamental study on the wetting property of liquid lithium,10.1016/j.ensm.2018.05.021,Energy Storage Materials,2018,experimental study,experimental_synthesis,True,99.06,Excellent,7,11,3,3,3,5,SEM|XPS|Contact angle measurement,wetting|lithium metal|surface coating|sputtering|evaporation
Wang_et_al__-_2018_-_High-Conductivity_Argyrodite_Li_6_PS_s_reactions.json,High-Conductivity Argyrodite Li6PS5Cl Solid Electrolytes Prepared via Optimized Sintering Processes for All-Solid-State Lithium−Sulfur Batteries,10.1021/acsami.8b15121,ACS Applied Materials & Interfaces,2018,research article,experimental_synthesis,True,97.65,Excellent,2,7,6,12,4,7,XRD|Raman spectroscopy|EIS|Cyclic voltammetry,solid-state electrolyte|argyrodite|lithium–sulfur battery
Wang_et_al__-_2018_-_Review_on_modeling_of_the_anode_solid_electrolyte__reactions.json,Review on modeling of the anode solid electrolyte interphase (SEI) for lithium-ion batteries,10.1038/s41524-018-0064-0,npj Computational Materials,2018,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,solid electrolyte interphase|lithium-ion battery|modeling
Wang_et_al__-_2018_-_Universal_Soldering_of_Lithium_and_Sodium_Alloys_o_reactions.json,Universal Soldering of Lithium and Sodium Alloys on Various Substrates for Batteries,10.1002/aenm.201701963,Advanced Energy Materials,2018,research-article,experimental_synthesis,True,98.59,Excellent,2,17,11,11,3,3,SEM|EIS|XRD,solid-state electrolyte|lithium alloy soldering|garnet SSE
Wang_et_al__-_2019_-_Development_of_solid-state_electrolytes_for_sodium_reactions.json,Development of solid-state electrolytes for sodium-ion battery –A short review,10.1016/j.nanoms.2019.02.007,Nano Materials Science,2019,review_article,review,False,97.56,Excellent,4,0,0,0,4,4,Ionic conductivity measurement|Ionic conductivity measurement|Ionic conductivity measurement|Ionic conductivity measurement,solid-state electrolyte|sodium-ion battery
Wang_et_al__-_2019_-_Recycling_LiCoO2_with_methanesulfonic_acid_for_reg_reactions.json,Recycling LiCoO2 with methanesulfonic acid for regeneration of lithium-ion battery electrode materials,10.1016/j.jpowsour.2019.226828,Journal of Power Sources,2019,journal_article,experimental_synthesis,True,93.81,Excellent,2,8,5,9,8,13,XRD|SEM|TEM|BET|BJH|TGA|Galvanostatic cycling|Galvanostatic cycling,lithium-ion battery|recycling|hydrometallurgy|methanesulfonic acid
Wang_et_al__-_2019_-_Tuning_wettability_of_molten_lithium_via_a_chemica_reactions.json,Tuning wettability of molten lithium via a chemical strategy for lithium metal anodes,10.1038/s41467-019-12938-4,Nature Communications,2019,materials synthesis,experimental_synthesis,True,87.01,Good,2,6,5,8,4,4,XRD|EPMA|FTIR|XPS,lithium metal anode|wettability|ultrathin lithium|organic coating|alloy additive
Wang_et_al__-_2020_-_Enabling__lithium-free__manufacturing_of_pure_lith_reactions.json,Enabling “lithium-free” manufacturing of pure lithium metal solid-state batteries through in situ plating,10.1038/s41467-020-19004-4,Nature Communications,2020,research-article,experimental_synthesis,True,78.9,Good,3,8,10,12,4,10,EIS|Galvanostatic cycling|SEM|Full cell cycling test,solid-state battery|LLZO|lithium metal|anode-free|electrochemistry
Wang_et_al__-_2020_-_Nature_of_Novel_2D_van_der_Waals_Heterostructures__reactions.json,Nature of Novel 2D van der Waals Heterostructures for Superior Potassium Ion Batteries,10.1002/aenm.202000884,Advanced Energy Materials,2020,research_article,experimental_synthesis,True,98.65,Excellent,2,7,4,8,3,5,XRD|Raman spectroscopy|TEM,potassium ion batteries|2D van der Waals heterostructure|bimetallic oxychloride|graphene oxide
Wang_et_al__-_2021_-_A_cost-effective_and_humidity-tolerant_chloride_so_reactions.json,A cost-effective and humidity-tolerant chloride solid electrolyte for lithium batteries,10.1038/s41467-021-24697-2,Nature Communications,2021,research-article,experimental_synthesis,True,79.78,Good,4,5,4,4,8,11,XRD|Neutron diffraction|EIS|Ionic conductivity measurement|Arrhenius analysis|Cyclic voltammetry|Galvanostatic cycling|Humidity exposure test,solid electrolyte|lithium battery|chloride|mechanochemical synthesis
Wang_et_al__-_2021_-_Carbon_materials_for_ion-intercalation_involved_re_reactions.json,Carbon materials for ion-intercalation involved rechargeable battery technologies,10.1039/d0cs00187b,Chemical Society Reviews,2021,review article,review,True,76.83,Good,2,10,3,9,3,3,SEM|BET|TEM,carbon materials|ion intercalation|battery technology
Wang_et_al__-_2021_-_First_principles_studies_on_structure_stability__s_reactions.json,"First-principles studies on structure stability, segregation, and work function of Mg doped with metal elements",10.1002/qua.26626,International Journal of Quantum Chemistry,2021,computational study,computational,False,88.24,Good,15,15,0,0,1,15,DFT calculation,DFT|Mg alloys|work function|segregation|formation energy
Wang_et_al__-_2021_-_Pillar-beam_structures_prevent_layered_cathode_mat_reactions.json,Pillar-beam structures prevent layered cathode materials from destructive phase transitions,10.1038/s41467-020-20169-1,Nature Communications,2021,research article,experimental_synthesis,True,80.9,Good,1,10,5,10,4,10,XRD|Galvanostatic cycling|TEM|XANES/EXAFS,sodium-ion battery|cathode material|layered oxides
Wang_et_al__-_2022_-_A_Sodium_Antimony_Telluride_Intermetallic_Allows_S_reactions.json,A Sodium–Antimony–Telluride Intermetallic Allows Sodium-Metal Cycling at 100% Depth of Discharge and as an Anode-Free Metal Battery,10.1002/adma.202106005,Advanced Materials,2022,materials synthesis and electrochemistry,experimental_synthesis,True,97.1,Excellent,3,5,3,4,4,6,SEM|XRD|XPS|EIS,sodium metal anode|intermetallic|battery
Wenzel_et_al__-_2016_-_Direct_Observation_of_the_Interfacial_Instability__reactions.json,Direct Observation of the Interfacial Instability of the Fast Ionic Conductor Li10GeP2S12 at the Lithium Metal Anode,10.1021/acs.chemmater.6b00610,Chemistry of Materials,2016,research-article,experimental_synthesis,True,97.53,Excellent,2,8,4,4,4,9,XRD|EIS|Cyclic voltammetry|XPS,solid electrolyte|Li10GeP2S12|interphase|XPS|impedance spectroscopy
Wenzel_et_al__-_2016_-_Interphase_formation_and_degradation_of_charge_tra_reactions.json,Interphase formation and degradation of charge transfer kinetics between a lithium metal anode and highly crystalline Li7P3S11 solid electrolyte,10.1016/j.ssi.2015.11.034,Solid State Ionics,2016,research-article,experimental_synthesis,True,98.28,Excellent,1,3,5,6,3,6,XRD|EIS|Polarization (Wagner–Hebb type),solid electrolyte|sulfide glass-ceramic|lithium ion conductivity
Whlecke_-_DEFECTS_IN_LiNb03-I__EXPERIMENTAL_ASPECTS_reactions.json,DEFECTS IN LiNbO3 ‑ I. EXPERIMENTAL ASPECTS,,Journal of Physics and Chemistry of Solids,1991,review article,review,False,100.0,Excellent,0,2,0,0,2,8,ESR|Optical absorption spectroscopy,LiNbO3|defects|ESR|optical absorption
Wiers_et_al__-_2011_-_A_Solid_Lithium_Electrolyte_via_Addition_of_Lithiu_reactions.json,A Solid Lithium Electrolyte via Addition of Lithium Isopropoxide to a Metal–Organic Framework with Open Metal Sites,10.1021/ja205827z,Journal of the American Chemical Society,2011,materials_synthesis,experimental_synthesis,True,98.82,Excellent,3,6,6,7,4,11,FTIR|XRD|SEM|EIS,solid electrolyte|MOF|lithium ion conductivity
Wood_et_al__-_2019_-_Formation_Challenges_of_Lithium-Ion_Battery_Manufa_reactions.json,Formation Challenges of Lithium-Ion Battery Manufacturing,10.1016/j.joule.2019.11.002,Joule,2019,research_article,experimental_synthesis,True,98.44,Excellent,1,5,6,8,1,1,Galvanostatic cycling,lithium-ion batteries|formation protocol|SEI/CEI
Wu_et_al__-_2019_-_Elucidating_the_Effect_of_Iron_Doping_on_the_Elect_reactions.json,Elucidating the Effect of Iron Doping on the Electrochemical Performance of Cobalt-Free Lithium-Rich Layered Cathode Materials,10.1002/aenm.201902445,Advanced Energy Materials,2019,research-article,experimental_synthesis,True,98.91,Excellent,4,4,8,8,5,7,XRD|SEM|EDX/EDS|XPS|TEM,lithium-ion batteries|lithium-rich layered oxides|iron doping|cobalt-free cathode
Wu_et_al__-_2019_-_Paving_the_Path_toward_Reliable_Cathode_Materials__reactions.json,Paving the Path toward Reliable Cathode Materials for Aluminum-Ion Batteries,10.1002/adma.201806510,Advanced Materials,2019,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,aluminum-ion batteries|cathode materials
Wu_et_al__-_2021_-_A_stable_cathode-solid_electrolyte_composite_for_h_reactions.json,"A stable cathode-solid electrolyte composite for high-voltage, long-cycle-life solid-state sodium-ion batteries",https://doi.org/10.1038/s41467-021-21488-7,Nature Communications,2021,materials_synthesis,experimental_synthesis,True,85.51,Good,2,4,5,6,4,4,XRD|EIS|EIS|Ionic conductivity measurement,solid-state electrolyte|sodium-ion battery|halide conductor
Wu_et_al__-_2022_-_Observation_of_an_intermediate_state_during_lithiu_reactions.json,Observation of an intermediate state during lithium intercalation of twisted bilayer MoS 2,10.1038/s41467-022-30516-z,Nature Communications,2022,research-article,experimental_synthesis,True,92.59,Excellent,3,8,3,5,4,9,Raman spectroscopy|Photoluminescence|Electrical (FET) measurement|TEM,lithium intercalation|twisted bilayer MoS2|phase transition|Raman spectroscopy
